username,submitted_at,processed_at,type,score,dcr_share,nndr_ratio,qa_report,is_qualified
EugenioTL,2025-07-02 14:46:47.707+00,2025-07-02 14:55:14.208709+00,flat,0.985805,0.508,0.876034,"{""accuracy"": {""overall"": 0.9858053, ""bivariate"": 0.9875127, ""coherence"": null, ""trivariate"": 0.9755559, ""univariate"": 0.9943473, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.508, ""dcr_holdout"": 0.096, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.096, ""ims_training"": 0.0, ""nndr_holdout"": 0.117238353187, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.102704726844}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.504, ""cosine_similarity_training_synthetic"": 0.9999277, ""discriminator_auc_training_synthetic"": 0.516}}",t
Benels,2025-07-02 10:23:03.556+00,2025-07-02 10:32:00.933994+00,flat,0.985472,0.508,0.976782,"{""accuracy"": {""overall"": 0.9854718, ""bivariate"": 0.9872, ""coherence"": null, ""trivariate"": 0.9750416, ""univariate"": 0.9941738, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.508, ""dcr_holdout"": 0.585, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.584, ""ims_training"": 0.0, ""nndr_holdout"": 0.60876228747, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.594627983591}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.5, ""cosine_similarity_training_synthetic"": 0.9999375, ""discriminator_auc_training_synthetic"": 0.521}}",t
Benels,2025-07-02 10:21:20.098+00,2025-07-02 10:23:24.124805+00,sequential,0.969912,0.51,0.955192,"{""accuracy"": {""overall"": 0.9699119, ""bivariate"": 0.9732062, ""coherence"": 0.9838113, ""trivariate"": 0.932131, ""univariate"": 0.9904991, ""overall_max"": 0.9721531, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.98832, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.51, ""dcr_holdout"": 0.098, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.003, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.097, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000101142, ""nndr_trn_hol"": 0.000000087819, ""nndr_training"": 0.00000009661}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999835, ""discriminator_auc_training_holdout"": 0.513, ""cosine_similarity_training_synthetic"": 0.9999675, ""discriminator_auc_training_synthetic"": 0.509}}",t
mrwolftech,2025-07-02 04:54:53.274+00,2025-07-02 05:03:17.045543+00,flat,0.893183,0.504,0.976974,"{""accuracy"": {""overall"": 0.8931826, ""bivariate"": 0.8950292, ""coherence"": null, ""trivariate"": 0.8279302, ""univariate"": 0.9565885, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.352, ""dcr_trn_hol"": 0.197, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.352, ""ims_training"": 0.0, ""nndr_holdout"": 0.495537889968, ""nndr_trn_hol"": 0.27427379321, ""nndr_training"": 0.484127590047}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.504, ""cosine_similarity_training_synthetic"": 0.953361, ""discriminator_auc_training_synthetic"": 0.997}}",t
cvoscode,2025-07-01 16:44:00.11+00,2025-07-01 16:46:17.569749+00,sequential,0.95616,0.507,1.04217,"{""accuracy"": {""overall"": 0.9561597, ""bivariate"": 0.9646775, ""coherence"": 0.952472, ""trivariate"": 0.9232658, ""univariate"": 0.9842236, ""overall_max"": 0.9721582, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883403, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.507, ""dcr_holdout"": 0.096, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.003, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.096, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000094905, ""nndr_trn_hol"": 0.000000088032, ""nndr_training"": 0.000000098907}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999833, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.9995511, ""discriminator_auc_training_synthetic"": 0.538}}",t
cvoscode,2025-07-01 16:40:08.818+00,2025-07-01 16:42:09.345665+00,sequential,0.958866,0.507,1.00483,"{""accuracy"": {""overall"": 0.9588663, ""bivariate"": 0.9657704, ""coherence"": 0.959755, ""trivariate"": 0.9234191, ""univariate"": 0.9865209, ""overall_max"": 0.9721562, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883323, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.507, ""dcr_holdout"": 0.099, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.004, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.098, ""ims_training"": 0.004, ""nndr_holdout"": 0.000000105414, ""nndr_trn_hol"": 0.000000087711, ""nndr_training"": 0.000000105923}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999833, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.9998291, ""discriminator_auc_training_synthetic"": 0.529}}",t
filomba01,2025-06-30 22:41:55.522+00,2025-06-30 22:43:58.242902+00,sequential,0.969203,0.513,1.0163,"{""accuracy"": {""overall"": 0.9692032, ""bivariate"": 0.9727991, ""coherence"": 0.982784, ""trivariate"": 0.9312905, ""univariate"": 0.9899391, ""overall_max"": 0.9721539, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.988323, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.513, ""dcr_holdout"": 0.098, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.002, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.097, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000102517, ""nndr_trn_hol"": 0.000000086852, ""nndr_training"": 0.000000104188}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999833, ""discriminator_auc_training_holdout"": 0.506, ""cosine_similarity_training_synthetic"": 0.9999584, ""discriminator_auc_training_synthetic"": 0.509}}",t
Gandagorn,2025-06-30 20:58:42.783+00,2025-06-30 21:00:53.860928+00,sequential,0.97053,0.51,0.984773,"{""accuracy"": {""overall"": 0.9705301, ""bivariate"": 0.9739527, ""coherence"": 0.9843807, ""trivariate"": 0.9330551, ""univariate"": 0.9907318, ""overall_max"": 0.972155, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883273, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.51, ""dcr_holdout"": 0.059, ""dcr_trn_hol"": 0.056, ""ims_holdout"": 0.003, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.058, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000161292, ""nndr_trn_hol"": 0.000000147151, ""nndr_training"": 0.000000158836}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999833, ""discriminator_auc_training_holdout"": 0.499, ""cosine_similarity_training_synthetic"": 0.9999908, ""discriminator_auc_training_synthetic"": 0.511}}",t
Gandagorn,2025-06-30 18:39:27.818+00,2025-06-30 18:47:43.498795+00,flat,0.991381,0.507,1.00595,"{""accuracy"": {""overall"": 0.9913811, ""bivariate"": 0.9935351, ""coherence"": null, ""trivariate"": 0.9828367, ""univariate"": 0.9977714, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.507, ""dcr_holdout"": 0.095, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.095, ""ims_training"": 0.0, ""nndr_holdout"": 0.097342751432, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.09792181839}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.9999934, ""discriminator_auc_training_synthetic"": 0.514}}",t
EugenioTL,2025-06-30 16:28:59.085+00,2025-06-30 16:30:56.810133+00,sequential,0.969189,0.511,0.966029,"{""accuracy"": {""overall"": 0.969189, ""bivariate"": 0.9724264, ""coherence"": 0.9836623, ""trivariate"": 0.9308536, ""univariate"": 0.9898136, ""overall_max"": 0.9721538, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883227, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.511, ""dcr_holdout"": 0.098, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.003, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.097, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000106885, ""nndr_trn_hol"": 0.000000087808, ""nndr_training"": 0.000000103254}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999834, ""discriminator_auc_training_holdout"": 0.507, ""cosine_similarity_training_synthetic"": 0.9999865, ""discriminator_auc_training_synthetic"": 0.506}}",t
yspeng98,2025-06-30 15:26:48.692+00,2025-06-30 15:35:05.631915+00,flat,0.749191,0.504,0.958068,"{""accuracy"": {""overall"": 0.7491908, ""bivariate"": 0.7441597, ""coherence"": null, ""trivariate"": 0.6483124, ""univariate"": 0.8551002, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.388, ""dcr_trn_hol"": 0.231, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.387, ""ims_training"": 0.0, ""nndr_holdout"": 0.609041067336, ""nndr_trn_hol"": 0.258914813201, ""nndr_training"": 0.583503067316}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.7554116, ""discriminator_auc_training_synthetic"": 1.0}}",t
bcebere,2025-06-30 14:52:32.065+00,2025-06-30 15:01:03.791661+00,flat,0.82911,0.5,0.993299,"{""accuracy"": {""overall"": 0.82911, ""bivariate"": 0.8273808, ""coherence"": null, ""trivariate"": 0.7650793, ""univariate"": 0.89487, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.5, ""dcr_holdout"": 0.31, ""dcr_trn_hol"": 0.205, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.31, ""ims_training"": 0.0, ""nndr_holdout"": 0.547130391353, ""nndr_trn_hol"": 0.411778885265, ""nndr_training"": 0.543464044115}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.504, ""cosine_similarity_training_synthetic"": 0.8730725, ""discriminator_auc_training_synthetic"": 0.999}}",t
bcebere,2025-06-30 06:53:48.01+00,2025-06-30 07:02:15.104816+00,flat,0.842751,0.509,1.01691,"{""accuracy"": {""overall"": 0.8427506, ""bivariate"": 0.8402941, ""coherence"": null, ""trivariate"": 0.7849285, ""univariate"": 0.9030291, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.509, ""dcr_holdout"": 0.289, ""dcr_trn_hol"": 0.208, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.289, ""ims_training"": 0.0, ""nndr_holdout"": 0.552566127753, ""nndr_trn_hol"": 0.379734819766, ""nndr_training"": 0.56190736958}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.497, ""cosine_similarity_training_synthetic"": 0.94167, ""discriminator_auc_training_synthetic"": 0.996}}",t
EugenioTL,2025-06-29 23:03:30.334+00,2025-06-29 23:11:57.558159+00,flat,0.985299,0.509,0.98416,"{""accuracy"": {""overall"": 0.9852993, ""bivariate"": 0.9870555, ""coherence"": null, ""trivariate"": 0.9745789, ""univariate"": 0.9942636, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.509, ""dcr_holdout"": 0.587, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.586, ""ims_training"": 0.0, ""nndr_holdout"": 0.592348429718, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.582965542957}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.51, ""cosine_similarity_training_synthetic"": 0.9999538, ""discriminator_auc_training_synthetic"": 0.523}}",t
mrwolftech,2025-06-29 21:58:14.949+00,2025-06-29 22:07:28.980764+00,flat,0.86623,0.507,0.985826,"{""accuracy"": {""overall"": 0.8662297, ""bivariate"": 0.8665228, ""coherence"": null, ""trivariate"": 0.7923875, ""univariate"": 0.9397787, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.507, ""dcr_holdout"": 0.332, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.332, ""ims_training"": 0.0, ""nndr_holdout"": 0.610197805097, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.60154873742}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.505, ""cosine_similarity_training_synthetic"": 0.9473131, ""discriminator_auc_training_synthetic"": 0.999}}",t
Tecnarca,2025-06-29 21:49:16.079+00,2025-06-29 21:58:53.273604+00,flat,0.985657,0.507,0.982743,"{""accuracy"": {""overall"": 0.9856572, ""bivariate"": 0.9873166, ""coherence"": null, ""trivariate"": 0.9753747, ""univariate"": 0.9942802, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.507, ""dcr_holdout"": 0.582, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.581, ""ims_training"": 0.0, ""nndr_holdout"": 0.58651491163, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.576393198279}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.9999473, ""discriminator_auc_training_synthetic"": 0.518}}",t
Tecnarca,2025-06-29 21:48:13.536+00,2025-06-29 21:50:16.385887+00,sequential,0.968368,0.511,0.946286,"{""accuracy"": {""overall"": 0.9683675, ""bivariate"": 0.9717267, ""coherence"": 0.981358, ""trivariate"": 0.9305415, ""univariate"": 0.9898436, ""overall_max"": 0.9721537, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883223, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.511, ""dcr_holdout"": 0.098, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.003, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.098, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000094203, ""nndr_trn_hol"": 0.00000008762, ""nndr_training"": 0.000000089143}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999834, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.9998775, ""discriminator_auc_training_synthetic"": 0.514}}",t
EugenioTL,2025-06-29 21:39:29.673+00,2025-06-29 21:41:34.026611+00,sequential,0.96934,0.509,0.896931,"{""accuracy"": {""overall"": 0.9693401, ""bivariate"": 0.9726778, ""coherence"": 0.983577, ""trivariate"": 0.9311103, ""univariate"": 0.9899955, ""overall_max"": 0.9721535, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883213, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.509, ""dcr_holdout"": 0.098, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.003, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.097, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000103368, ""nndr_trn_hol"": 0.000000090935, ""nndr_training"": 0.000000092714}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999832, ""discriminator_auc_training_holdout"": 0.491, ""cosine_similarity_training_synthetic"": 0.999971, ""discriminator_auc_training_synthetic"": 0.509}}",t
EugenioTL,2025-06-29 20:36:55.102+00,2025-06-29 20:39:07.494888+00,sequential,0.968075,0.51,0.925057,"{""accuracy"": {""overall"": 0.9680754, ""bivariate"": 0.9707165, ""coherence"": 0.9837563, ""trivariate"": 0.9295423, ""univariate"": 0.9882864, ""overall_max"": 0.9721534, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.988321, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.51, ""dcr_holdout"": 0.099, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.003, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.098, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000110591, ""nndr_trn_hol"": 0.000000088787, ""nndr_training"": 0.000000102303}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999835, ""discriminator_auc_training_holdout"": 0.512, ""cosine_similarity_training_synthetic"": 0.9999471, ""discriminator_auc_training_synthetic"": 0.507}}",t
Benels,2025-06-29 20:16:33.368+00,2025-06-29 20:18:26.262272+00,sequential,0.966502,0.512,0.946402,"{""accuracy"": {""overall"": 0.9665018, ""bivariate"": 0.969894, ""coherence"": 0.9790007, ""trivariate"": 0.9294008, ""univariate"": 0.9877118, ""overall_max"": 0.9721523, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883167, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.512, ""dcr_holdout"": 0.097, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.003, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.096, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000106329, ""nndr_trn_hol"": 0.000000087711, ""nndr_training"": 0.00000010063}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999833, ""discriminator_auc_training_holdout"": 0.5, ""cosine_similarity_training_synthetic"": 0.9998415, ""discriminator_auc_training_synthetic"": 0.522}}",t
filomba01,2025-06-29 20:07:37.28+00,2025-06-29 20:09:34.603961+00,sequential,0.968386,0.513,1.0681,"{""accuracy"": {""overall"": 0.9683856, ""bivariate"": 0.9715165, ""coherence"": 0.9826463, ""trivariate"": 0.9305368, ""univariate"": 0.9888427, ""overall_max"": 0.9721537, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883223, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.513, ""dcr_holdout"": 0.098, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.003, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.098, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000097611, ""nndr_trn_hol"": 0.000000088571, ""nndr_training"": 0.000000104258}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999833, ""discriminator_auc_training_holdout"": 0.496, ""cosine_similarity_training_synthetic"": 0.9999402, ""discriminator_auc_training_synthetic"": 0.519}}",t
Ashish-Soni08,2025-06-29 19:48:01.489+00,2025-06-29 19:56:23.061894+00,flat,0.981629,0.506,0.94393,"{""accuracy"": {""overall"": 0.9816294, ""bivariate"": 0.9831706, ""coherence"": null, ""trivariate"": 0.9703364, ""univariate"": 0.9913811, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.585, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.585, ""ims_training"": 0.0, ""nndr_holdout"": 0.615524632278, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.581012336623}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.504, ""cosine_similarity_training_synthetic"": 0.9998728, ""discriminator_auc_training_synthetic"": 0.551}}",t
Gandagorn,2025-06-29 18:23:15.686+00,2025-06-29 18:31:47.818079+00,flat,0.991343,0.505,1.01217,"{""accuracy"": {""overall"": 0.9913432, ""bivariate"": 0.9934802, ""coherence"": null, ""trivariate"": 0.9827603, ""univariate"": 0.9977893, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.095, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.095, ""ims_training"": 0.0, ""nndr_holdout"": 0.102665353864, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.103914429413}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.51, ""cosine_similarity_training_synthetic"": 0.9999943, ""discriminator_auc_training_synthetic"": 0.51}}",t
